id,text,label,aspect
1951,这主角的智商真是太高了，连个简单问题都解决不了,sarcasm,角色
1839,这节奏，比清晨的露珠还平静,sarcasm,节奏
412,团宠设定好可爱,positive,角色
1325,开始以为会精彩，结果节奏越来越松散,negative,节奏
783,配音的节奏保持得比较平稳,neutral,配音
1346,对话节奏过于密集，听得累,negative,节奏
875,现场的每个区段开动打击垫建立了节奏基底,neutral,节奏
1653,画面流畅得不行，一直卡在同一个画面,sarcasm,画质
1279,音画不同步，配音质量太差,negative,配音
786,配音的发音位置在喉咙里,neutral,配音
1819,节奏快得像开了八倍速，贴心,sarcasm,节奏
1199,白平衡不准，要么偏蓝要么偏黄,negative,画质
808,BPM大概120左右,neutral,节奏
713,电影的配音后期做了音量平衡,neutral,配音
1991,成功刻画了一个让人想砸屏幕的角色,sarcasm,角色
1660,HDR效果真棒，暗处啥也看不见,sarcasm,画质
1191,清晰度连普清都不如,negative,画质
1226,配音怎么这么僵硬，感情都白瞎了,negative,配音
603,亮度调节到50%时显示正常,neutral,画质
271,情绪随着声音起伏，入戏了,positive,配音
1385,前半段拖沓，后半段赶进度，节奏失衡,negative,节奏
232,这台词功底，听着就像真人说话,positive,配音
50,一个个谜团慢慢解开，太过瘾了,positive,剧情
463,被主角的勇敢圈粉了,positive,角色
1106,锯齿太明显了，边缘都是毛毛的,negative,画质
856,节奏由慢变快只用了两小节,neutral,节奏
694,背光补偿开启,neutral,画质
1552,剧情节奏掌控得太好了，每次想睡就给你个无聊片段,sarcasm,剧情
