id,text,label,aspect
1543,完美的铺垫，只为最后给你一个哭笑不得的解释,sarcasm,剧情
54,故事层层递进，越看越想看,positive,剧情
1325,开始以为会精彩，结果节奏越来越松散,negative,节奏
216,配音让整个故事都活起来了,positive,配音
1146,画质拖后腿，完全无美感,negative,画质
248,配音细节处理太牛了，连叹气都生动,positive,配音
1885,这节奏慢得恰到好处，正好让人烦躁,sarcasm,节奏
1455,男二的人设崩得一塌糊涂,negative,角色
618,画面锐度处于中等水平,neutral,画质
841,课程视频的节奏安排一般,neutral,节奏
1907,这个反派坏得很有层次，可惜智商不够凑,sarcasm,角色
398,这节奏就让人想鼓掌,positive,节奏
980,女主角年龄设定为28岁,neutral,角色
964,女主角的年龄设定在二十岁左右,neutral,角色
1718,这配音太敬业了，连感情都省了,sarcasm,配音
1498,这个角色毫无魅力，看都不想看,negative,角色
665,画面比例是16:9,neutral,画质
682,动态范围细节有保留,neutral,画质
263,语速和停顿都特别到位，听着享受,positive,配音
1441,男主是个渣男设定，恶心到我了,negative,角色
209,声音与人物形象高度统一，好评,positive,配音
437,这个角色给我留下了深刻印象，表演特别自然,positive,角色
1183,锐化过度，边缘有白边,negative,画质
566,故事背景设定在1990年代,neutral,剧情
1015,这条剧情线到底是什么鬼，完全看不懂,negative,剧情
1348,日常桥段节奏拖太久，无聊,negative,节奏
1502,这么精彩的剧情，睡着都对不起编剧的苦心,sarcasm,剧情
649,开启了二次降噪功能,neutral,画质
1668,光影效果满分，跟手电筒照脸似的,sarcasm,画质
3,剧情逻辑在线，没有漏洞,positive,剧情
691,细节保留较完整,neutral,画质
1676,画面流畅得像个PPT，一秒一帧绝了,sarcasm,画质
919,男配角是个大学教授，专门研究历史,neutral,角色
391,节奏合理，看得舒服,positive,节奏
67,情节设计环环相扣，精彩,positive,剧情
71,故事有深意，值得回味,positive,剧情
1660,HDR效果真棒，暗处啥也看不见,sarcasm,画质
44,剧情层层递进，每一集都有爆点,positive,剧情
1166,色块严重，观感极差,negative,画质
996,女主角的性格设定比较内向,neutral,角色
1411,角色成长弧线太生硬,negative,角色
1767,我哭了，这配音让我想静音看剧,sarcasm,配音
264,很喜欢这种不做作的配音风格,positive,配音
1903,你演得真好，面无表情都能传递这么丰富的情感,sarcasm,角色
718,该动画配音时长和原版差不多,neutral,配音
1729,这配音太生动了，生动得像AI朗读,sarcasm,配音
1620,这画质真好，不戴眼镜都能看出马赛克,sarcasm,画质
1105,这分辨率太低了吧，字幕都糊了,negative,画质
1716,声线独特到每次出场都出戏,sarcasm,配音
1482,人设前后矛盾，像是换了个人,negative,角色
395,节奏太好了，一口气看完,positive,节奏
1807,节奏控制得真好，让我想砸手机,sarcasm,节奏
852,鼓点间隔0.5秒一个，节奏在逐步加快,neutral,节奏
163,画质真的看得清楚，很喜欢,positive,画质
1464,这个角色的负面情绪渲染过度,negative,角色
1130,模糊一片，啥都看不清,negative,画质
1292,旁白配音员情绪不对，太跳跃了,negative,配音
1198,清晰度参差不齐，远景模糊,negative,画质
999,主角使用过的道具都会被保留下来,neutral,角色
1141,这画质让我放弃追剧了,negative,画质
622,录制格式支持4:2:2采样,neutral,画质
77,剧情紧凑，高潮迭起,positive,剧情
1838,节奏大师，我服了,sarcasm,节奏
21,喜欢这种环环相扣的剧情,positive,剧情
308,剧情节奏很稳，看着很流畅,positive,节奏
1171,画质拉胯，差评,negative,画质
1357,拖泥带水的节奏，看不下去,negative,节奏
627,亮度调到了50%,neutral,画质
106,画面质感很棒，拍照效果也好,positive,画质
1042,叙事乱七八糟，不知所云,negative,剧情
751,这个剧的演员配音听起来很舒服,neutral,配音
32,从第一集就入坑，叙事张力拉满,positive,剧情
1775,配得真好，又一部因为配音弃剧的,sarcasm,配音
1010,剧情一直在线，但到后面垮掉了,negative,剧情
1623,画质太完美，一个人分饰两角都看不清,sarcasm,画质
413,黑化后的造型帅炸,positive,角色
98,看这片我就被故事征服了,positive,剧情
287,配音节奏把握很好,positive,配音
1532,剧情层层递进，最终到达一个让人目瞪口呆的终点,sarcasm,剧情
1180,帧率低，卡顿感明显,negative,画质
1266,这配音节奏太慢了，急死人,negative,配音
91,这编剧很会铺陈,positive,剧情
1815,节奏真棒，看完想打人,sarcasm,节奏
224,这配音就像原音一样自然，厉害,positive,配音
1109,这画质配合这个票价，性价比太低了,negative,画质
1321,这段的节奏完全跟不上，不知道在演什么,negative,节奏
1132,色彩失真，画质很不自然,negative,画质
114,色彩饱和度超棒，看起来很爽,positive,画质
367,解说节奏把控得很专业,positive,节奏
449,女主和男主的互动特别有趣，甜到了,positive,角色
1820,这节奏，建议作者直接起飞,sarcasm,节奏
657,亮度对比度适中,neutral,画质
929,导演选用了新人来扮演这个角色,neutral,角色
1370,运动节奏太慢，一点都不燃,negative,节奏
1254,这中文配音听着像AI，毫无感情,negative,配音
415,这个疯子演得让人又爱又恨,positive,角色
214,听着配音就能感受到角色的喜怒哀乐,positive,配音
1269,每次听到这配音就焦虑,negative,配音
344,我很欣赏它那种不慌不忙的叙事节奏,positive,节奏
488,每个角色都有独特魅力，根本讨厌不起来,positive,角色
1031,剧情转折生硬，不自然,negative,剧情
926,这个角色的出场次数有12次,neutral,角色
822,每个乐句长度一致,neutral,节奏
684,暗部层次可辨识,neutral,画质
1650,这画质真清晰，连马赛克都能数出来,sarcasm,画质
1861,这节奏，完美诠释了什么叫杂乱无章,sarcasm,节奏
528,剧情在整个过程中没有大毛病,neutral,剧情
1744,声音魅力无穷，无穷到让人想快进,sarcasm,配音
494,主角的台词功底太强了，感染力好强,positive,角色
990,反派角色说话声音很低沉,neutral,角色
1568,感谢编剧让我明白，逻辑是可以不要的,sarcasm,剧情
1678,色彩饱和度真高，红绿灯都显示成万花筒,sarcasm,画质
1453,反派太弱智了，一点压迫感都没有,negative,角色
1395,剪辑烂，节奏乱，全程高能吐槽,negative,节奏
568,每集结尾留有悬念,neutral,剧情
497,善良又坚强的主角，谁不喜欢呢,positive,角色
944,角色背景故事发生在北方城镇,neutral,角色
346,舞蹈的节奏感真棒，看得我好爽,positive,节奏
676,画质清晰度还行,neutral,画质
1156,图像颗粒感太重,negative,画质
188,这显示效果爱了，通透锐利,positive,画质
74,剧本把情感刻画得真细腻,positive,剧情
860,音频分析表明节奏误差低于2%,neutral,节奏
193,画质杠杠的，亮度均匀无漏光,positive,画质
608,1440p分辨率下文字清晰,neutral,画质
1770,配音感情丰富到像在朗诵诗歌,sarcasm,配音
493,反差人设太带感了，狠狠拿捏我,positive,角色
771,看的是英文原声，所以配音不太关注,neutral,配音
1045,别扯了，这剧情侮辱智商,negative,剧情
817,副歌部分快了一倍,neutral,节奏
465,很喜欢反派的这一面,positive,角色
1476,这个角色塑造得太单薄了，一点也不立体,negative,角色
281,配音把角色演活了,positive,配音
87,每一集剧情都觉得惊艳,positive,剧情
1510,剧情丰满得仿佛吃了空气，饱腹感十足,sarcasm,剧情
1575,这么深刻的剧情，我废寝忘食刷了三遍还是记不住讲了什么,sarcasm,剧情
1912,角色冲动得很有个性，就是总让队友擦屁股,sarcasm,角色
1222,这配音老气横秋，不适合少年角色,negative,配音
1239,配音情感不到位，像是在念稿,negative,配音
447,角色的情感转变处理得很丝滑，很真实,positive,角色
819,节奏变化不太明显,neutral,节奏
68,故事支线也完全不拖沓,positive,剧情
1184,4k画质还不如别家1080p,negative,画质
1018,剧情烂到家，真想打一星,negative,剧情
1615,对比度绝了，黑得啥也看不见,sarcasm,画质
1038,这剧情完全是在浪费资源,negative,剧情
211,配音流畅自然，毫无违和感,positive,配音
481,反派也塑造得有血有肉，不脸谱化,positive,角色
1730,配音绝了，每一句都让我出戏,sarcasm,配音
1136,画质细节全无，抠图痕迹明显,negative,画质
795,配音的音色比较常规,neutral,配音
241,这配音质量，堪比电影大片,positive,配音
1469,那个老戏骨在这剧里也翻车了,negative,角色
1401,这角色太矫情了，看着就烦,negative,角色
670,锐度表现中规中矩,neutral,画质
1056,剧情平淡无奇，毫无亮点,negative,剧情
473,看主角飙演技太过瘾了,positive,角色
766,配音演员在演绎不同年龄阶段时有所区别,neutral,配音
1378,剪辑混乱，前后不衔接，观感极差,negative,节奏
818,背景音乐的节奏性很强,neutral,节奏
381,节奏张弛有度，太会拍了,positive,节奏
1276,配音听着好怪，口型都对不上,negative,配音
1174,运动画面拖影严重,negative,画质
1027,这剧情逻辑不通，硬伤太多,negative,剧情
1834,节奏踩点极其精准，每一秒都在折磨人,sarcasm,节奏
1295,配音演员感情投入不够，特别干,negative,配音
1638,画面流畅得卡成PPT，厉害,sarcasm,画质
1645,哈哈，8K画质下看马赛克神作,sarcasm,画质
1883,节奏感太优秀了，优秀到像在听高数课,sarcasm,节奏
970,本篇的角色在续集中没有出现,neutral,角色
1847,节奏绷得很紧，但黏度太大,sarcasm,节奏
1012,故事讲得稀烂，不知所云,negative,剧情
1988,太全面了，这个角色把每个缺点都发挥得淋漓尽致,sarcasm,角色
634,磨皮强度为默认中级,neutral,画质
820,节奏紧凑几乎没有空隙,neutral,节奏
616,镜头广角端畸变控制尚可,neutral,画质
1540,剧情发展的每个阶段都准确把握了观众的忍耐极限,sarcasm,剧情
1943,女主智商浮夸，每次破案都靠巧合和闪回,sarcasm,角色
359,开局节奏就吸引人,positive,节奏
991,主角在故事中去了三个城市,neutral,角色
1384,节奏太乱，跳来跳去的,negative,节奏
1110,锐化过度，画面看着很假,negative,画质
580,创作原型据说是真实案件,neutral,剧情
787,整体配音的响度维持在平均水准,neutral,配音
1160,画质还不如十年前的老电影,negative,画质
1578,剧情逻辑太严密了，每个不合理之处都让我感受到了深思熟虑,sarcasm,剧情
922,剧中一共有三个主要女性角色和四个男性,neutral,角色
99,场场剧情都精彩无尿点,positive,剧情
1060,剧情太狗血，毫无新意,negative,剧情
1391,节奏缓慢，情节注水严重,negative,节奏
327,每段节奏都很舒服，不知不觉就看完了,positive,节奏
1725,声优堪称完美，完美诠释面瘫,sarcasm,配音
1934,男二真大度，主动送女主安全距离鼓掌,sarcasm,角色
1439,主角从头到尾一个表情，面瘫演技,negative,角色
280,配音员声线超好听,positive,配音
1397,故事节奏忽快忽慢，很不连贯,negative,节奏
1302,节奏乱糟糟的，快慢不分，看得好累,negative,节奏
558,剧情的推进主要靠回忆,neutral,剧情
240,声音表现力满分，每个语气都恰到好处,positive,配音
1586,剧情发展如此平稳，每个高潮都低落到你根本注意不到,sarcasm,剧情
39,双线叙事清晰，最终汇聚太震撼了,positive,剧情
1315,节奏太拖沓，3分钟能讲完的事磨了30分钟,negative,节奏
1652,这分辨率太高，每一帧都是幻灯片,sarcasm,画质
363,一集结束意犹未尽，节奏太好,positive,节奏
1488,看了让人讨厌的角色，赶紧下线吧,negative,角色
1037,剧情节奏太慢，睡着好几次,negative,剧情
674,光圈f2.8拍摄,neutral,画质
508,冲突的解决方式比较简单,neutral,剧情
1956,这个角色真是伟大，把所有缺点都集于一身,sarcasm,角色
366,喜欢这种快节奏的叙述,positive,节奏
1708,配音演员一定很用心，才能配得这么平淡,sarcasm,配音
1155,清晰度太低了，失望,negative,画质
322,音乐节奏配合剧情，完美,positive,节奏
1472,男主哭戏挤不出眼泪假得很,negative,角色
710,配音的语速和画面动作节奏一样快,neutral,配音
960,主角在第二季里有了新的搭档,neutral,角色
234,声优演绎太生动了，每个字都有灵魂,positive,配音
1941,主角耍帅满分，可惜每次打架都像广场舞,sarcasm,角色
431,男主的台词功底真强，听着就舒服,positive,角色
526,剧情的高潮部分处理得比较平滑,neutral,剧情
560,剧情把线索分散在前几集,neutral,剧情
260,声线多变，每个角色都区分得很清楚,positive,配音
695,灰阶过渡平滑,neutral,画质
278,配音简直太符合人物了,positive,配音
1853,这么乱的节奏，居然能听下去，佩服,sarcasm,节奏
22,剧情严丝合缝，看得很过瘾,positive,剧情
198,画质太细腻了，毛孔都看得见,positive,画质
1758,真棒，换了个配音就像换了部剧,sarcasm,配音
300,配音蛮有磁性感的,positive,配音
1393,剧情的节奏让人无语，浪费时间,negative,节奏
1602,1080P真是高级，马赛克都成了艺术,sarcasm,画质
714,纪录片旁白配音音调平稳,neutral,配音
152,色彩表现非常棒，很真实,positive,画质
704,配音口型对得还算准,neutral,配音
784,这个配音的共鸣位置听起来偏低,neutral,配音
760,配音演员的发音很标准,neutral,配音
1151,画质模糊得像马赛克,negative,画质
1286,配音演员气息不稳定，很难受,negative,配音
882,这段舞蹈的节奏点跟音乐吻合,neutral,节奏
1128,这清晰度跟马赛克似的，没法看,negative,画质
744,同一演员配音的不同角色能听出区别,neutral,配音
576,前8集在铺垫矛盾,neutral,剧情
1115,帧率太低，动作看着一卡一卡的,negative,画质
135,高光控制得棒，不刺眼,positive,画质
1713,这声音真是天籁，建议半夜听,sarcasm,配音
112,每一幕都像油画，太惊艳了,positive,画质
624,色彩偏移量在∆E2以内,neutral,画质
1915,演技炸裂，炸得我赶紧快进,sarcasm,角色
640,白平衡选择了自动模式,neutral,画质
844,演讲节奏控制得还行,neutral,节奏
1020,剧情拖拖拉拉的，看着着急,negative,剧情
1399,节奏缓慢，亮点被淹没了,negative,节奏
1782,配音情绪收放自如，每次都一个调,sarcasm,配音
1178,颜色失真严重，画面偏色,negative,画质
1430,女主角的演技浮夸，表情管理失败,negative,角色
1413,主角行为逻辑有问题,negative,角色
1048,剧情硬伤严重，看不进去,negative,剧情
227,这配音真是绝了，情感拿捏到位,positive,配音
252,声线好迷人，每句台词都很有感染力,positive,配音
1008,剧情逻辑不能细想，全是漏洞,negative,剧情
1603,分辨率高到模糊，不愧是高清,sarcasm,画质
1034,看了半天不知道想表达什么,negative,剧情
9,每个转折都很合理，编剧厉害,positive,剧情
313,每一秒都不浪费，节奏感满分,positive,节奏
1157,亮度对比度都不行,negative,画质
901,男主的人设是霸道总裁，女主是职场新人,neutral,角色
911,剧中的爷爷是退休教师，经常讲道理,neutral,角色
1832,拍得真好，节奏堪称心电图,sarcasm,节奏
1284,这个配音怎么有回音？收音不好,negative,配音
45,故事内核丰富，值得反复细品,positive,剧情
1205,这配音听着像AI读稿，毫无生气,negative,配音
629,照片的像素大约是1200万,neutral,画质
700,感光度设定为ISO400,neutral,画质
299,这配音特别有辨识度,positive,配音
907,配角里有个喜欢读书的老爷爷,neutral,角色
28,剧情不拖沓，一集接一集根本停不下来,positive,剧情
1410,配角戏份太多，抢风头,negative,角色
1717,配音非常流畅，像在听单曲循环,sarcasm,配音
1733,这配音配得真好，好到让我想关静音,sarcasm,配音
1121,1080p的分辨率都做的这么差，厂商真会偷懒,negative,画质
1967,女主角真是独立自主，全靠男人拯救,sarcasm,角色
1108,亮度太高了，白的刺眼，眼睛受不了,negative,画质
150,画质这么清晰哦,positive,画质
1381,节奏太拖沓，没有重点,negative,节奏
636,每英寸显示像素数是326,neutral,画质
1952,演得真好，面无表情全程没变化,sarcasm,角色
546,剧情的中间部分节奏稍慢,neutral,剧情
685,锐度设置默认,neutral,画质
1935,这角色逻辑满分，每次做决定都比墙还稳,sarcasm,角色
464,这个角色让人心疼又喜爱,positive,角色
1984,这角色真是演技天花板，面瘫之王,sarcasm,角色
1211,配音嗓门太大，吵死了,negative,配音
1669,这画质让我体验到了当代毕加索风格,sarcasm,画质
1522,题材和剧情都在天上飘，接地气是不可能拼的,sarcasm,剧情
1752,厉害了，这配音让我瞬间出戏,sarcasm,配音
1096,剧情太冲突集中，不真实,negative,剧情
1902,主角的善良感动天地，就是总害死队友,sarcasm,角色
1757,配得很贴脸，让我怀疑演员口型对不上,sarcasm,配音
699,紫边矫正有效果,neutral,画质
1394,节奏拖沓，看了两集还不知道在讲啥,negative,节奏
737,游戏角色配音语句简短,neutral,配音
187,画质优秀，细节满满没毛病,positive,画质
19,剧情让我的情绪跟着走，很投入,positive,剧情
80,每一处的剧情设计都恰到好处,positive,剧情
174,画质很赞，细节处理到位,positive,画质
1216,国产配音就这水平？失望,negative,配音
969,配角们大多是为了推进剧情而存在,neutral,角色
1495,角色的口音让人出戏,negative,角色
362,音乐的节奏感太强了，好嗨,positive,节奏
1046,剧情平淡如水，没有起伏,negative,剧情
720,这部作品的配音包含童声部分,neutral,配音
1893,节奏非常棒，棒到让我忘记了歌曲本身,sarcasm,节奏
222,每个音调都恰到好处，赞,positive,配音
799,配音在情感起伏上的变化较小,neutral,配音
1147,这画质看得我想摔手机,negative,画质
387,节奏流畅丝滑，爱了爱了,positive,节奏
1499,角色的性格太极端了，不正常,negative,角色
586,这个剧情推进速度正常，没有刻意拖沓,neutral,剧情
1273,配音口型都没对准,negative,配音
352,节奏明快，看得很过瘾,positive,节奏
1671,色泽自然如同碘酒加紫药水,sarcasm,画质
1217,配音台词像念稿一样，生硬,negative,配音
865,开头使用6/8节拍节奏完成进歌,neutral,节奏
740,老年角色的配音带有沙哑感,neutral,配音
1947,男配宽容度真好，头上帽子比草还绿还能笑,sarcasm,角色
1868,听这节奏，感觉时间都变慢了，真值,sarcasm,节奏
250,配音情绪递进很自然，听得心都化了,positive,配音
1145,背景模糊，连人脸都虚,negative,画质
1004,剧情发展太慢，中间注水严重,negative,剧情
417,校霸变忠犬太戳了,positive,角色
149,阳光场景的质感绝了,positive,画质
883,动画片每集节奏均匀，适合儿童观看,neutral,节奏
2000,多亏这个角色，让我学会了忍耐的极限,sarcasm,角色
358,电影节奏掌控得太好了,positive,节奏
1363,节奏感太差，看着想快进,negative,节奏
803,整体节奏偏快,neutral,节奏
389,这个节奏就是我要的,positive,节奏
502,情节发展没有什么特别之处,neutral,剧情
912,反派女二是某个财团的女儿，骄傲自负,neutral,角色
1372,片中节奏严重失衡，看得难受,negative,节奏
340,它总能在恰当的时候调整节奏，超厉害,positive,节奏
1119,画面不干净，有很多脏点，怀疑是设备问题,negative,画质
436,主角的身世故事很打动人，心疼但又敬佩,positive,角色
1013,剧情强行制造冲突，看着尴尬,negative,剧情
1601,这画质清晰得，连演员脸上的痘痘都看不见了,sarcasm,画质
1761,好听，以后深夜失眠就循环这个,sarcasm,配音
31,情节流畅自然，没有狗血桥段,positive,剧情
110,好喜欢这个画质，色彩调得刚好,positive,画质
1355,这种慢节奏简直是在挑战观众耐心,negative,节奏
995,演员为了这个角色增重了十斤,neutral,角色
1524,如此良心的神剧情，不看是智商损失,sarcasm,剧情
128,色彩还原度很高，看着舒服,positive,画质
429,配角也很出彩，每个人物都很鲜活,positive,角色
492,从第一集就爱上这个角色了，眼神会说话,positive,角色
1227,这配音也太敷衍了吧，完全没有带入感,negative,配音
1614,颜色鲜艳得像呕吐物,sarcasm,画质
1626,这画质真清晰，连脸上的痘痘都看这么清楚,sarcasm,画质
1066,剧情矫情做作，看着尴尬,negative,剧情
351,这节奏把握得刚刚好，一点也不拖沓,positive,节奏
997,男性配角在第二季才出现,neutral,角色
1918,角色的表情管理满分，永远一副面瘫脸,sarcasm,角色
1484,角色行为动机非常牵强,negative,角色
1443,配角的存在就是为了给主角当垫脚石,negative,角色
82,这故事把我套牢了,positive,剧情
550,剧情发展的方向算合理,neutral,剧情
1219,配音哭戏像假嚎，笑死,negative,配音
109,画质细腻真实，看起来舒服,positive,画质
1263,配音听着太假了,negative,配音
849,背景音乐的节奏重复了,neutral,节奏
982,这个角色是原著里就有的,neutral,角色
1298,明显不是专业的配音，太拉胯,negative,配音
1418,反派降智，强行送人头,negative,角色
1535,感人至深，尤其是一边抒情一边完全脱离逻辑,sarcasm,剧情
949,角色的原型来自历史人物,neutral,角色
1617,高清到能看到导演的臭脸,sarcasm,画质
25,剧本写得真不错，我服了,positive,剧情
1232,能不能换个配音，听得我浑身不舒服,negative,配音
1665,这抗锯齿做得真好，全是锯齿差点意思,sarcasm,画质
1768,配音很流畅，像流水线产品一样标准,sarcasm,配音
1097,剧情改得面目全非，还不如原著,negative,剧情
262,为配音老师打call，表现力满分,positive,配音
898,公园里慢跑的节奏很舒坦,neutral,节奏
374,舞蹈的节奏踩得准,positive,节奏
1994,真强大，这角色的光环厚到能防弹,sarcasm,角色
1542,这处理绝了，把我们的智商按在地上来回碾压,sarcasm,剧情
501,这个故事讲述了主角的成长历程,neutral,剧情
1116,这画质还不如我老家的电视，后悔看了,negative,画质
835,游乐场音乐节奏欢快,neutral,节奏
903,主角有个双胞胎哥哥，剧情里会出现,neutral,角色
1313,整部电影节奏混乱，看起来累死了,negative,节奏
368,节奏舒服，不会太快也不会太慢,positive,节奏
1789,配音发音真标准，标准得像播报新闻,sarcasm,配音
845,两段音乐的节奏衔接自然,neutral,节奏
1326,节奏拖沓，看得我很煎熬,negative,节奏
915,男配是个音乐人，会拉小提琴,neutral,角色
1724,这配音真棒，让我想切日语,sarcasm,配音
175,画质太好了，换新设备后惊喜,positive,画质
532,剧情中后期有些反复，但不算拖沓,neutral,剧情
1412,女二绿茶婊，看得火大,negative,角色
83,情节设置好巧妙，佩服,positive,剧情
1533,太佩服了，所有线索都聚集在一起显得毫无用处,sarcasm,剧情
1043,单薄的剧情，撑不起电影,negative,剧情
1338,节奏控制失败，高潮前就泄了气,negative,节奏
524,剧情中的事件前后关联紧密,neutral,剧情
1606,清晰度绝了，连汗毛都能数出来？骗鬼呢,sarcasm,画质
1221,配音情感过于高涨，夸张,negative,配音
1681,这画质让我回到用压缩包看电影的年代,sarcasm,画质
423,温柔病娇太好磕了,positive,角色
650,系统设置了视频的码率为10Mbps,neutral,画质
145,动态画面没有拖影，看着爽,positive,画质
1324,剪辑点全错，节奏彻底垮掉,negative,节奏
1200,色彩断层明显，渐变色惨不忍睹,negative,画质
1537,真是神来之笔，把明摆着的道理用最绕的方式讲完,sarcasm,剧情
200,画面清晰，色彩自然，看着好舒服,positive,画质
1220,配音对白不自然，跟朗诵似的,negative,配音
1779,这声音配得太好了，好到我想关静音,sarcasm,配音
1299,台词的配音和嘴型对不上，难受,negative,配音
520,主要的剧情线讲得比较清楚,neutral,剧情
1735,配音效果拔群，拔群到画面都配不上声音,sarcasm,配音
900,晚会节目的节奏衔接顺畅,neutral,节奏
1133,白瞎了这么好的故事，画质跟不上,negative,画质
148,画质一直这么稳，好评,positive,画质
478,温柔又强大，简直是我的理想型,positive,角色
1427,主角性格也太单薄了，毫无深度,negative,角色
1256,这部剧配音毁了一切,negative,配音
792,配音在处理长句子时气息方面稍有不足,neutral,配音
988,男主角的武器是一把剑,neutral,角色
957,男二号在剧中做了重要作用,neutral,角色
563,整部剧采用了倒叙手法,neutral,剧情
625,抗锯齿处理效果中等,neutral,画质
383,节奏完美，越看越上头,positive,节奏
1201,配音太出戏了，完全无法入戏,negative,配音
1173,灰度层次不行，画面扁平,negative,画质
1695,慢镜头拍到演员眨眼都卡顿，时间感太强,sarcasm,画质
1998,这角色真神奇，总能干出最蠢的事,sarcasm,角色
1024,剧情幼稚低龄化，根本看不下去,negative,剧情
1003,剧情老套，毫无新意，失望,negative,剧情
456,主角光环太耀眼了，吸粉,positive,角色
1630,噪点艺术，很有胶片感啊,sarcasm,画质
1016,剧情后半段直接崩了，前面白铺垫,negative,剧情
514,剧情里有一些转折，但不算意外,neutral,剧情
160,播放高清流畅，画质保障,positive,画质
1078,剧情老套，毫无新意,negative,剧情
24,剧情让人眼前一亮，不套路,positive,剧情
1507,剧本写得真好，一点也不落俗套，俗套都被玩烂了,sarcasm,剧情
1382,节奏问题严重，看得人烦躁,negative,节奏
621,电影模式背景虚化可调,neutral,画质
12,剧情吸引人，一口气看完,positive,剧情
1354,前半段拖沓，后半段又赶场，无语,negative,节奏
1470,所有配角都像是背景纸板,negative,角色
1895,节奏堪称经典，绝对是枯燥的典范,sarcasm,节奏
1140,画面抖动加模糊，观感极差,negative,画质
1465,女主角就是个恋爱脑，人设不行,negative,角色
833,文章每个段落的节奏一样,neutral,节奏
1229,配音和口型对不上，观感极差,negative,配音
1036,故事讲得乱七八糟的,negative,剧情
1297,配音的音量忽大忽小，调教一下,negative,配音
1449,反派智商不在线，拉低整部剧水平,negative,角色
61,剧情让我跟着主角一起哭一起笑,positive,剧情
81,故事讲得真有意思,positive,剧情
1826,这节奏快得飞起，剪辑师是开了倍速吧,sarcasm,节奏
1846,完美节奏，除了睡觉时还能感知到生降,sarcasm,节奏
730,配音的感情表达差不多就那样,neutral,配音
424,全员恶人演得过瘾,positive,角色
935,这个角色的设定是反派,neutral,角色
1734,配音演员感情丰富，丰富得像个机器人,sarcasm,配音
1649,色彩简直辣眼睛，高饱和战士,sarcasm,画质
266,配音让角色灵魂感更强了,positive,配音
111,屏幕鲜艳生动，视觉体验超棒,positive,画质
1494,服装道具太不用心了,negative,角色
1362,节奏拖沓，剧情贫乏，无聊,negative,节奏
539,剧情里的时间线略有跳跃,neutral,剧情
1468,男三号的作用就是注水,negative,角色
1878,这节奏感太强了，强到让我差点睡着,sarcasm,节奏
879,这个游戏的战斗节奏偏慢，需要耐心,neutral,节奏
941,剧中这个角色的职业是教师,neutral,角色
1039,情节发展毫无逻辑可言,negative,剧情
56,伏笔回收得特别巧妙,positive,剧情
523,故事的情节保持了一致性,neutral,剧情
1203,声音和角色完全不搭，尴尬,negative,配音
728,旁白配音语速适中，能听清,neutral,配音
